token,frequency,example_sentence,canonical_form,meaning
pm,69,"mag SENARAI PERKHIDMATAN TELE-KAUNSELING DAN E-KAUNSELING SEMPENA PERINTAH KAWALAN PERGERAKAN COVID-19 TALIAN TELEFON 1. Unit Pakar Kesejahteraan Psikologi & Kaunseling (PKPK) UKM ⏰ 9.00 am - 6.00 pm 📆 Isnin - Jumaat 📞 0320225525 2. Talian Sokongan Psikososial Covid-19, Hospital USM, Kubang Kerian ⏰ 8.00 am - 6.00 pm 📆 Isnin - Ahad 📞 097671188 3. Pusat Kaunseling UPSI 📞Dr Fauziah : 0192401560 📞Pn Nurin : 0122580473 📞Pn Syaibah : 0139728563 📞Cik Najidah : 0122454566 📞Cik Che Hawa : 01110591405 📞En Ahmad Shazwi : 0102335168 4. Talian Sokongan Psikososial Covid-19 Mercy Malaysia ⏰ 8.00 am - 5.00 pm 📆 Isnin - Ahad 📞01163996482 📞01163994236 📞03-29359935 5. Talian Kasih Kementerian Pembangunan Wanita, Keluarga dan Masyarakat ⏰ 24 jam 📆 Isnin - Ahad 📞 0192615999 (Whatsapp) 📞 15999 6. Sokongan Mental & Emosi Covid-19 Rahmah Support Team ⏰ 10.00 am - 4.00 pm 📆 Isnin - Ahad 📞0175437650 📞0132388408 7. Centre for Children and Families Enhancement 📞0196285829 📞0182324256 8. Petugas Front-liner Covid Mercy KKM 📞+601163996482 📞+601163994236 📞+6039359935 9. Perkhidmatan Atas Talian Percuma B40 MIASA 📞0142236938 📞0122479561 📞01227212399 10. Women's Aid Organization ⏰ 24 jam 📞0379563488 📞0189888058 (Whatsapp) 11. Malaysian Mental Health Association 📞 0327806803 📞 0176133039 (Whatsapp) 12. Mental Illness Awareness & Support Association (MIASA) ⏰ 9.30 am - 6.30 pm 📆 Isnin - Khamis 📞 0142236938 📞 0122469562 📞 01227212399 13. Malaysian Medical Association (MMA) ⏰ 12.00 pm - 8.00 pm 📆 Isnin - Ahad 📞 0340411140 14. Talian Bantuan Psikologi & Kaunselor MRA ⏰ 10.00 am - 5.00 pm 📆 Isnin - Ahad 📞 Dr Mimi 0186603495 📞 Dr Siau Ching Sin 0162185585 📞 Dr Rafidah 0162543131 📞 Pn Hanif Shah 0129370644 📞 Pn Nur Aklima 0183818854 📞 Cik Rozida 0139470337 📞 Cik Nor Azira 01110193683 📞 Pn Mardhiah 01125443560 📞 En Khairuddin 0145339041 📞 Cik Norazizah 0196777874 📞 En Zulfan 01127303771 📞 Cik Amalia 0172851314 📞 Cik Selvi 0123407119 📞 Pn Nor Azlina 0199272760 15. Pusat Sokongan Wanita dan Keluarga (PAKSI IKRAM) 📞0164774249 16. Pertubuhan Teratak Rahmah Wanita Islam TERATAI (Talian Khas Mangsa Keganasan Rumah Tangga) 📞 01167695171 17. Enrich Counselling & Therapy Centre 📞 0142668803 18. Persatuan Pakar Perubatan Keluarga Malaysia 📞0195003475 (Whatsapp) 19. Hospital Mesra Bukit Padang (Kota Kinabalu) - Talian Bilik Gerakan ⏰ 8.00 am - 5.00 pm 📆 Isnin - Ahad 📞 088230987 20. Women's Centre for Change ⏰ 9.00 am - 9.00 pm 📆 Isnin - Sabtu 📞 01131084001 / 0164287265 (WCC Hotline) 📞 0164180342 / 0164390698 (PWW Hotline) 📞 0164480342 (Whatsapp) 21. Befrienders Penang ⏰ 3.00 pm - 12.00 am 📞 01110629927 Foto Kredit: Medical Daily E-MEL 1. IIUM Covid-19 Pyschosocial Support Team 📩[email protected] 2. Pusat Kaunseling UPSI 📩[email protected] 3. Free Mental Health Email Guidance by MIIA 📩 Ms Tuneesha Regu : [email protected] (Malay, English, Tamil) 📩 Ms Nurul Liyana : [email protected] (Malay, English) 📩 Ms Ee Woon Kuah : [email protected] (Malay, English, Mandarin, Cantonese, Hokkien) 📩 Ms Aishah Diyana: [email protected] (Malay, English) 📩 Ms Shivasangarey: [email protected]@gmail.com (Malay, English, Tamil) 📩 Mr Jimmy Ong: [email protected] (Malay, English) 📩 Ms Nadiah Nordin: [email protected] (Malay, English) 📩 Ms Judy Mingkong: [email protected] (Malay, English, Kadazandusun) 📩 Ms Nurliana: [email protected] (Malay, English) 📩 Ms Rohany bt Gabi: [email protected] (Malay, English, Kadazandusun) 📩 Ms Sobana Dewi: [email protected] (Malay, English, Tamil) 4. Perkhidmatan Telekaunseling kepada Masyarakat Awam - UniMAP Pendaftaran melalui link: https://docs.",,
crs,68,CRS ni ada pelbagai harga.,,
okey,68,Part ni memang nina tak suka tapi terpaksa kena buat jugak okey !,,
gst,67,"Menurut statistik yang dikeluarkan oleh Malaysia Automotive Association (MAA), jumlah jualan kenderaan meningkat sebanyak 28% pada Jun 2018. Antara faktor utama kepada peningkatan ini ialah promosi menarik semasa musim perayaan dan cukai GST yang diturunkan pada kadar kosong.",,
icu,67,selepas CT scan anak saya dimasukkan ke ICU.,,
us,66,"Stand a chance to win vivo exclusive merchandise, share us your most creative photo at comment session below.",,
pdpr,66,"Bukan apa, musim-musim bekerja dari rumah ni, mana nak meeting, mengemas rumah, pantau PDPR anak-anak lagi, kadang tu masak pun ala kadar je sebab tak sempat.",,
dll,65,"6. Expose anak dengan macam-macam aktiviti; Math, Flashcard, horse riding, aktiviti kebajikan dll.",,
haaa,64,"Haaa, barang apa yang patut para ibu sediakan sebelum bersalin itu?",,
bpr,64,Kuala Lumpur: Bayaran BPR Fasa 2 (Bantuan Prihatin Rakyat) akan dibuat secara berperingkat mulai 7 Mei ini membabitkan peruntukan berjumlah RM2.75 bilion.,,
wifi,63,Sebab tulah bila wifi rumah terhilang ni memang boleh buat gaduh.,,
pvc,63,Baca juga: Cara Repair Leher Baju T-Shirt Kembang Jadi Baru Dari Pakar Dobi Jepun Cara Bersihkan Kipas Siling Dengan Cepat Bahan-bahan Yang Dilakukan : 1.Penyapu bulu ayam 2.Penyampung paip pvc 3.Paip pvc 4.Kayu Langkah-Langkah 1. Sediakan dua batang penyapu bulu ayam macam gambar di bawah ini.,,
hd,62,"Konsert Big Stage musim pertama bersiaran secara langsung pada setiap Ahad, jam 9 malam di Astro Ria (104) dan Ria HD (123).",,
ء,61,,,
pkpb,61,"Musim PKPB telah ditamatkan di sesetengah negeri seperti Melaka, Johor dan Kedah, namun ia masih berlangsung di beberapa negeri lain seperti Selangor, Negeri Sembilan dan akan mula dikuatkuasakan pula di negeri Kelantan bermula 21 November ini.",,
bh,61,"Sekali lagi menerapkan norma baharu dan prosedur operasi standard (SOP) yang ketat, Anugerah Bintang Popular BH (ABPBH) kembali untuk edisi ke-34 dengan mengangkat tema #KITABERSAMA.",,
axa,61,"Sehingga kini, Joy telah mempunyai ikatan bersama rakan jenama yang kuat seperti MPH Bookstore, Altel, Kaodim, Komugi, Tradewinds Hotels, Menara Optometry dan Affin AXA.",,
czer,60,Makan Pati Ikan Haruan Selepas Bersalin Czer Boleh Jadi Punca Pelekatan Tisu?,,
pn,59,"-Kesukaan : persekitaran yang kotor, tempat yang berbau hapak seperti timbunan kertas terutamanya surat khabar, timbunan kasut, timbunan baju -Kebencian : bau yang tengik seperti bau bawang merah, bawang putih, tembakau, cuka, ubat gegat 10 cara nak elakkan cicak berkampung dekat rumah kita -250ml air biasa (air paip)-50ml cuka (cuka murah2 je cuka sintetik pn ok)-3 sudu plastik dish soap (hn guna Joy)1 sudu plastik dettol 1. Hilangkan bekalan makanan cicak kat rumah kita , iaitu kita uruskan dulu masalah nyamuk dan semut yang banyak kat rumah.",,
ios,59,Foto Kredit: mashable.com Selamat Digunakan Bloomlife berkomunikasi dengan telefon pintar anda melalui Bluetooth Low Energy dan aplikasi yang serasi dengan pengguna iOS dan Android.,,
tos,59,"Rendam beras basmati sekurang-kurangnya 30 minit, kemudian tos.",,
ipt,58,"3. Setiap penuntut di IPT dan Tingkatan Enam akan terus diberi bantuan Baucar Buku bernilai RM 250, manfaatkan sebanyak 1.2 juta pelajar.",,
et,58,"References 1) National Health and Morbidity Survey, 2019. 2) WHO Growth Standard, 2007. 3) Jelenkovic, A. et al.",,
aimi,58,"""Bila Aimi demam, mesti kena tonsil.",,
يه,57,,,
choc,56,4. BISKUT SARANG SEMUT Bahan-bahan: 1 buku butter 1 cawan gula 1 cawan tepung custard* 1 cawan tepung jagung* 3 cawan tepung gandum* 1 sudu kecil baking powder* 1 sudu kecil esen vanilla 1 biji kuning telur Papercups Choc rice (Ayakkan semua bahan tanda *) Cara penyediaan: 1. Pukul butter + gula hingga putih.,,
ظ,56,,,
pa,56,"6, 28496; doi: 10. 1038/srep28496 (2016) 4) Alarcon PA, et al.",,
nex,55,"Penaja utama, Vivo tampilkan Vivo NEX, smartphone dengan teknologi baru Sementara itu, selaku penaja utama Konsert Big Stage, Vivo turut memperkenalkan model terbaru, Vivo NEX.",,
krup,55,Ni sedikit info saya nak kongsi mengenai Croup @ krup: Krup adalah salah satu jangkitan pernafasan yang biasa dialami oleh kanak-kanak dan bayi.,,
weh,54,OMG.menarik giler weh!,,
ipad,54,Jauhi iPad dan iPhone atau apa-apa gajet.,,
اه,54,,,
gkp,54,"Dalam Perutusan Khas Perdana Menteri, Tan Sri Muhyiddin Yassin telah mengumumkan Geran Khas Prihatin 3.0 (GKP 3.0) menerusi perutusan khas tentang inisiatif PEMERKASA+ akan disalurkan mulai Jun 2021. Program Strategik Memperkasa Rakyat dan Ekonomi (PEMERKASA) merupakan inisiatif terbaharu kerajaan bagi membantu rakyat Malaysia yang terjejas akibat pandemik Covid-19. Umum beliau, setiap perusahaan mikro dan Perusahaan Kecil dan Sederhana (PKS) yang layak akan menerima bantuan one-off sebanyak RM1,000. Terkini, bayaran GKP 3.0 telah dinaikkan kepada RM1,500 bagi setiap penerima dan bayaran tersebut akan dibuat dalam 2 fasa.",,
tido,53,www.facebook.com/irinenadiamarcello BERJAYA TAK MEDINA DENGAN HASYA TIDO DALAM BILIK SENDIRI?,,
gerd,53,Gerd adalah satu penyakit pencernaan yang terjadi apabila makanan atau cecair berasid dalam perut keluar dan naik semula ke dalam esofagus (laluan antara mulut dan perut).,,
الد,53,,,
oppo,52,"Sepanjang kempen ini, kupon mengejutkan akan disediakan setiap hari untuk jenama-jenama popular, termasuk BHPetrol, Caring Pharmacy, Laneige, Melissa Shoes, OPPO, Seagate, Tefal, TGV dan banyak lagi.",,
ئ,52,,,
ﷺ,52,12. Ajar mereka sunnah-sunnah gaya hidup Nabi Muhammad ﷺ.,,
ampa,52,"ampa boleh isi dalam tu dan masukkan dalam portable pressing bottle dia, pulas ja mana yang nak guna dan tekan, teruih keluaq liquid tu.",,
tnb,51,mp4 Click untuk video asal : Gang Silat Lagenda 5 Malam Sebelum Raya 6. TNB Raya 2020 #SemangatRayaEpikFantastik https://media.,,
adhd,51,Pelan terbaru dari AIA Public Takaful iaitu A-Life Joy-i ini adalah Takaful PERTAMA di Malaysia yang menyediakan perlindungan untuk Autisme dan ADHD.,,
hpv,51,"Selain itu, bagi surirumah juga jangan lupa untuk mendaftar di laman portal i-Suri untuk menerima sumbangan kerajaan berjumapah RM40 sebulan atau RM 480 setahun tertakluk kepada bayaran caruman minimun RM5. Anda boleh membuat permohonan e-kasih di sini : http://www.ekasih.gov.my/ ANTARA INTIPATI BAJET YANG MENDAPAT PERHATIAN 1. Isi rumah berpendapatan bulanan RM2,000 dan ke bawah akan menerima bantuan berjumlah RM1,000. 2. Isi rumah berpendapatan bulanan dari RM2,001 hingga RM3,000 ke bawah akan menerima bantuan berjumlah RM750. 3. Isi rumah berpendapatan bulanan dari RM3,001 hingga RM4,000 akan menerima bantuan berjumlah RM500. 4. Meneruskan program saringan percuma pengesanan kanser payudara (mamogram), program vaksinasi HPV dan ujian saringan Pap Smear di hospital dan klinik Kerajaan dengan peruntukan sebanyak RM20 juta.",,
mom,51,Sumber rujukan: 1. Mom junction 2. Marriage.,,
huhu,50,Huhu.,,
guys,50,Ambil masa beberapa minit je guys nak lengkapkan transaksi ni.,,
uv,50,"Mengaplikasi Teknologi Dual dalam 3M Filtered Water Dispenser HCD-2 Pada hari pelancaran, 3M Malaysia turut memperkenalkan produk berteknologi tinggi terbarunya, 3M Filtered Water Dispenser HCD-2. Ia menampilkan teknologi 'dual' dua langkah untuk menapis kekotoran; pertama, melalui penapisan karbon dan kedua melalui teknologi UV bagi mengurangkan 99.9% virus, patogen dan bakteria.",,
efek,50,"Makin kurang hormon tu, makin tak mengantuk la anak kita p/s : Jangan main main dengan tidur kerana tidur yang tak lena dan berkualiti boleh efek perkembangan otak anak kita.",,
aqil,49,"12. Baca Al-Fatehah, Ayat Qursi dan Surah Al-Insyirah dan hembus atas kepala anak kita setiap hari hingga aqil baligh.",,
yay,49,YAY OR NAY?,,
ceo,47,"Kredit Foto : supchina.com 2. Stephane Bancel (Perancis) Nilai kekayaan : AS$4.3 bilion (RM 17.8 bilion) Stephane Bancel memegang jawatan CEO bagi syarikat bioteknologi Moderna yang berpusat di Cambridge, Massachusetts.",,
ummu,47,"Menurut 1 Hari 1 Hadis, terdapat sebuah hadis yang berbunyi: عَنْ حَفْصَةَ عَنْ أُمِّ عَطِيَّةَ قَالَتْ كُنَّا نُؤْمَرُ أَنْ نَخْرُجَ يَوْمَ الْعِيدِ حَتَّى نُخْرِجَ الْبِكْرَ مِنْ خِدْرِهَا حَتَّى نُخْرِجَ الْحُيَّضَ فَيَكُنَّ خَلْفَ النَّاسِ فَيُكَبِّرْنَ بِتَكْبِيرِهِمْ وَيَدْعُونَ بِدُعَائِهِمْ يَرْجُونَ بَرَكَةَ ذَلِكَ الْيَوْمِ وَطُهْرَتَهُ Daripada Hafshah RA daripada Ummu Athiyyah berkata, ""Pada hari Raya Aidil kami diperintahkan untuk keluar sehingga kami mengajak anak-anak gadis dari biliknya dan juga para wanita yang sedang haid.",,
ssm,47,"ly/38s7mn5. 2. Masukkan semua butiran yang diperlukan termasuk SSM registration number.3. Apabila selesai, ingat access kod yang diberi melalui sms (kita akan guna untuk register online banking).",,
sdb,46,Bahan-bahan: 1 keping roti Mozarella cheese 1 sdb sos tomato Chicken floss Tomato cherry Lada benggala Cendawan *Bakar pada suhu 170 selama 7 minit.,,
hana,46,"Bulu badan pun lebat, pernah kak hana jumpa yang tumbuh misai dan janggut.",,
ad,46,"Abu Nu'aim dan Ad Dailami) 3. Zikir: Subhanallahi Wabihamdihi Subhanallahil 'Adziim Zikir ini bermaksud: Maha Suci Allah dan segala puji bagi-Nya, Maha Suci yang Maha Agung.",,
thb,46,"Konsultan Tangisan & Tidur Bayi, DBL Institute, THB Edu.",,
iucd,46,"""Begitu juga jika penggunaan IUCD atau impan sudah tamat tempoh, wanita boleh mengambil pil pencegah hamil atau kondom.",,
tbc,46,TBC Elektrik ada buat promosi tau sempena raya yang bakal tiba nanti.,,
dna,45,"2.ANTIPHOSPHOLIPID SYNDROME ( APS) APS adalah sindrom dimana darah seseorang wanita itu senang membeku dan menyumbang kepada keguguran berulang dan keguguran lewat kehamilan 3.FAKTOR GENETIK 2-5 dalam 100 pasangan ( 2-5%) yang mengalami keguguran berulang, salah satu pasangannya akan ada ketidaknormalan salah satu kromosom ( struktur genetik yang terkandung dalam sel manusia yang mengandungi DNA dan perwarisan dari ayah ibu ).",,
oz,45,"Dengan hanya sekali tekan, Baby Brezza Formula Pro ini akan menyukat dan mencampurkan air bersama susu formula untuk mendapatkan suhu dan kepekatan susu yang ditetapkan - pengguna boleh membuat pilihan untuk 2, 4, 6, 8 or 10 oz.",,
ma,45,"SSPN Challenge - Sembang Santai Online - Baby Merangkak Race SSPN x Pa & Ma - Pertandingan Mewarna Kuasa Menabung Untuk keterangan lanjut, boleh layari www.lovesspn.com atau layari laman Facebook rasmi PTPTN.",,
demc,45,"Kalau walk-in, dapat harga klinik Klinik UMRA Shah Alam RM100 Klinik Mediviron Prima Gombak RM90 Klinik Pakar Wanita, Sungai Kapar Indah, Klang Detailed scan, 3D/4D, siap print +-RM150. Doktor juga sangat berpengalaman Hospital Razif Klang RM140 Lagi (tiada info harga): Klinik Aman shah alam DEMC PMC sg buloh Klinik Rozita banting Klinik marisa dengkil Klinik maria putrajaya Klinik fauziah ampang Poliklinik dr norliza tmn melawati Poliklinik hidayah kota damansara Klinik dr najwa bbbangi n putrajya Klinik bkt serdang bukit serdng Klinik setia alam setia alam Poliklinik dr nurzawati puncak alam Poliklinik an nisa shah alam u5 NR diagnostik shah alam An-nur bangi Pusat rawatan mesra seri kembangan Klinik medinur puchong Klinik sofea puchong Klinik fazilah sri gombak Klinik famili dr wan kamariah setiawangsa UTARA Hospital Pantai Puteri, Ipoh Klinik Pakar Sakit Puan Datin Dr Mimin Isnin - Jumaat, 9 pagi - 5 petang RM70 Klinik Marina Seberang Jaya RM85 Sekali dengan CD Komen: Full-checkup 4D, harga RM110 Hospital Pantai Mutiara Jumpa Dr Teh Mii Lii RM120 Siap CD + pic scan + susu Enfamama 4 pek percuma Putra Medical Centre Alor Star RM85 Siap CD dan gambar Klinik Doktor Tan Bukit Jambul, Penang RM100 PANTAI TIMUR Klinik Adilla Kota Bharu RM100 Klinik Nazri, Besut, Terengganu RM45 sekali dengan CD Klinik W.Y.Ko Jalan Beserah, Kuantan, Pahang 09-5667805 Scan 4D RM95 SELATAN Klinik Yuslina Pasir Gudang RM120 siap CD RM100 tanpa CD Poliklinik Wahidah MITC MELAKA Scan 3D/4D RM110 Pusat Rawatan An-Nur Batu Berendam, Melaka RM90 Ada CD Doktor perempuan Klinik Norbi Senai, Johor RM90 Siap CD dan gambar.",,
bwg,45,"Bahan-bahan Isi ikan goreng - dibuang tulang & ditumbuk kasar (nak blend halus pun boleh, kami suke yg chunky) 2 biji kentang 1 sudu kecil bawang goreng (atau 1 biji bwg merah ditumis) 2 biji baby carrot - diparut Serbuk ikan bilis (optional) Sedikit daun sup Bahan salut 1 1 biji telur ayam - dipukul ringan Cara-cara 1. Kentang dipotong nipis dan digoreng dalam sedikit sahaja minyak zaitun hingga lembut.",,
kuey,45,"Penyimpanan mee (kuning, kuey teow dan laksa) basah Alang-alang hari tu ada yang tanya macam mana nak simpan mee2 basah ni supaya tahan lama.",,
ور,44,,,
alor,44,"Kalau walk-in, dapat harga klinik Klinik UMRA Shah Alam RM100 Klinik Mediviron Prima Gombak RM90 Klinik Pakar Wanita, Sungai Kapar Indah, Klang Detailed scan, 3D/4D, siap print +-RM150. Doktor juga sangat berpengalaman Hospital Razif Klang RM140 Lagi (tiada info harga): Klinik Aman shah alam DEMC PMC sg buloh Klinik Rozita banting Klinik marisa dengkil Klinik maria putrajaya Klinik fauziah ampang Poliklinik dr norliza tmn melawati Poliklinik hidayah kota damansara Klinik dr najwa bbbangi n putrajya Klinik bkt serdang bukit serdng Klinik setia alam setia alam Poliklinik dr nurzawati puncak alam Poliklinik an nisa shah alam u5 NR diagnostik shah alam An-nur bangi Pusat rawatan mesra seri kembangan Klinik medinur puchong Klinik sofea puchong Klinik fazilah sri gombak Klinik famili dr wan kamariah setiawangsa UTARA Hospital Pantai Puteri, Ipoh Klinik Pakar Sakit Puan Datin Dr Mimin Isnin - Jumaat, 9 pagi - 5 petang RM70 Klinik Marina Seberang Jaya RM85 Sekali dengan CD Komen: Full-checkup 4D, harga RM110 Hospital Pantai Mutiara Jumpa Dr Teh Mii Lii RM120 Siap CD + pic scan + susu Enfamama 4 pek percuma Putra Medical Centre Alor Star RM85 Siap CD dan gambar Klinik Doktor Tan Bukit Jambul, Penang RM100 PANTAI TIMUR Klinik Adilla Kota Bharu RM100 Klinik Nazri, Besut, Terengganu RM45 sekali dengan CD Klinik W.Y.Ko Jalan Beserah, Kuantan, Pahang 09-5667805 Scan 4D RM95 SELATAN Klinik Yuslina Pasir Gudang RM120 siap CD RM100 tanpa CD Poliklinik Wahidah MITC MELAKA Scan 3D/4D RM110 Pusat Rawatan An-Nur Batu Berendam, Melaka RM90 Ada CD Doktor perempuan Klinik Norbi Senai, Johor RM90 Siap CD dan gambar.",,
ai,43,Model terbaru oleh Vivo ini dilengkapi dengan kamera AI yang membawa rakaman sempurna untuk anda.,,
tel,43,"Untuk senarai penuh klinik yang terlibat sila klik di sini atau anda juga boleh menulis surat kepada alamat di bawah Tunku Azizah Fertility Foundation Istana Abdulaziz, Bandar Indera Mahkota 25200 Kuantan, Pahang Darul Makmur Tel.",,
sme,43,kntg n sweet potato sme ke?,,
tsp,43,2. SATE AYAM MADU Bahan untuk dikisar: Bawang putih - 2 ulas Bawang besar 1/2 biji Halia - 1/2 inch Serai - 1 batang Jintan manis - 1/2 tsp Jintan outih 1/2 tsp Kunyit - 1/2 tsp Ketumbar - 1/2 tsp Madu asli - 1 tbsp Garam secukup rasa Cara-cara penyediaan: - Potong ayam secara dadu mengikut citarasa dan gaulkan bersama semua bahan kisar diatas.,,
ng,43,"Dr Alvin Ng Lai Oon, Profesor Madya di Jabatan Psikologi Universiti Sunway memulakan bengkel dengan berkongsi data yang diperoleh melalui SEANUTS atau South East Asian Nutrition Surveys yang menunjukkan bahawa kanak-kanak di Malaysia yang mengalami kekurangan nutrisi (tubuh yang kurus, kurang berat badan dan ketinggian terbantut) serta mereka juga mengalami masalah berlebihan nutrisi (berat badan berlebihan, obes dan terlalu obes) mempunyai kebarangkalian yang lebih tinggi untuk mendapat skor bawah purata IQ.",,
وم,43,,,
upin,42,"Contoh berkartun-kartun, ada upin ipin, ultraman, superman, boboiboy dan lain-lain lagi.",,
eq,42,"Been sending Tasha to AlQuran classes daily hoping she too would khatam by the age of 6. For me it's important to raise my children in a balanced environmental be it education , sports , EQ , discipline and not forgetting Islamic values .",,
z,42,"From A to Z dia sediakan, semua hutang dia bayarkan siap ada pakej duit belanja yang fixed lagi setiap bulan untuk isteri dia.",,
ot,42,"Justeru itu, mari ikuti empat teknik yang dikongsikan oleh OT Mahfuzah Zainol dalam mengubah tingkah laku anak-anak ketika mengamuk.",,
hos,42,Ini mungkin disebabkan adanya kebocoran pada hos atau saluran sistem aircond itu sendiri.,,
ٱل,42,,,
tac,42,Ramai pertikai macam mana boleh transfer duit ke akaun scammer tanpa TAC.,,
kios,42,"Nota: Penyata KWSP boleh diperolehi melalui i-Akaun, kios, kaunter atau penyata tahunan yang dihantar melalui mel.",,
